sku;name_th;name;;;description;unit_value;unit;price;manufacturer;category;category2;category3;is_volume_buy
1001000174;ไข่ไก่;egg;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อไก่;;No
1001000175;หมูสามชั้น หั่นเส้น;Pork Belly (long cut);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000176;เบคอนรมควันสไลด์;Smoked Bacon Slide;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000177;คอหมูแท้ตัดแต่ง;Tenderloid Pork Neck primal cut;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000178;สันคอหมูก้อน ตัดแต่ง;Trimmed Shoulder Tenderloid ;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000179;กระดูกต้มซุป (เล้ง);Pork Bone Ioe Lang (Pork Law Spinace);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000180;สันคอหมูสไลด์ ขนาด 4.0-4.5นิ้ว;Slide Blade Roast (3 - 3.5 inches);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000181;ซี่โครงหมูอ่อนหั่นชิ้น;Soft Pork Bone (Cut);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000182;ซี่โครงหมูหั่นชิ้น;Pork Bone (Cut);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000183;หมูบด B/หมูเนื้อไหล่ B บด         (เบทาโกร);Grounded Pork (Grade B Betagro);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000184;หมูสันนอก ตัดแต่งA เส้นยาว         (ปลอดสาร) ;Trimmed Sirloid Pork (Organic Grade A);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000185;เลือดหมูก้อน ( 5ก้อน/ถุง);Pork Blood Jelly (5pcs/pax);;;;1;ถุง;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000186;สันคอหมูปั้นกลม ขนาด 1 กก.;Blade Roast (1kg);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000187;สันคอหมูปั้นกลม ขนาด 2 กก.;Blade Roast (2kg);;;;2;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000188;สันคอหมูสไลด์ ขนาด 3.0-3.5นิ้ว;Slide Blade Roast (3 - 3.5 inches);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000189;เบคอนรมควันสไลด์ (เพิ่มกลิ่น);Smoked Bacon Slide (add favor);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000190;เบคอนรมควันสไลด์ หนา 2 mm.;Smoked Bacon Slide (2mm);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000191;สามชั้นหมูลอกหนังแต่งสไลด์;Trimmed Pork Belly (no skin);;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000192;เศษเบคอนรมควันสไลด์;Piece Smoked Bacon;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000193;เบคอนรมควันปั้นกลม ขนาด 2 kg;Rounded Smoked Bacon 2 kg;;;;2;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000194;สามชั้นหมูลอกหนังแต่ง          (ปั้นกลม) 1kg.;Rounded Trimmed Pork Belly 1 kg;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000195;มันหมูแช่แข็ง;Frozen Pork Fat;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000196;มันหมูบด;Grounded Pork Fat;;;;1;กก.;;เจริญโภคภัณฑ์;อาหารสด;เนื้อหมู;;No
1001000197;วากิวบิสเก็ต;Wagu Beef Brisket;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000198;เท็นเดอร์แซงค์;;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000199;เนื้อเท็นเดอรลอยออสเตรเลีย;Tenderloid Australia;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000200;บรีฟ ชีค;Breef Cheek;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000201;โคขุนสติปลอยด์ออสเตรเลีย A4 A5;Australia  Striploid A4 A5;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000202;เนื้อวากิวคาโกชิม่าสตริปลอยน์ เอ5 3-4 กก/ชิ้น A5 ;Wa gyu Beef (Kagoshima striploid A5 3-4pcs/kg);;;;4;กก.;;;อาหารสด;เนื้อวัว;;No
1001000203;เนื้อโคขุนสันนอกสเต็ก 1 กก. (เนื้อบรามันห์);Tenterloin Brahman Beef (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000204;เนื้อโคขุนริบอายสเต็ก 1กก.(เนื้อบรามันห์);Rib eye Brahman Beef (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000205;เนื้อโคขุนริบอายสไลด์ชาบู 1กก. (เนื้อบรามันห์);Rib eye (Brahman Beef Sha Bu slide 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000206;เนื้อโคขุนออสเตรเลียสติปลอยด์;Australia Striploid;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000207;เนื้อโคขุนบด B ถุง1กก. (เนื้อบรามันห์);Grounded Brahman Beef  Grade B (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000208;เนื้อโคขุนหั่นผัดแกง ถุง1กก. (เนื้อบรามันห์);Brahman beef cut for stir fried/curry (1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000209;เนื้อโคขุนหั่นเต๋า ถุง1กก. (เนื้อบรามันห์);Dice cut  Beef Brahman 1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000210;เนื้อโคขุนตัดเป็นเส้น ถุง1กก. (เนื้อบรามันห์);Long cut Beef (Brahman 1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000211;เนื้อโคขุนสไลด์ ถุง1กก. (เนื้อบรามันห์);Slide Brahman Beef (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000212;เนื้อโคขุนสันในสเต็ก 1 กก. (เนื้อบรามันห์);Fillet  Brahman Beef (1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000213;เนื้อทีโบนสเต็ก 1 กก.(เนื้อบรามันห์);T Bone Steak Brahman Beef (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000214;เนื้อโคขุนกระทะแช่แข็ง 1กก. (เนื้อบรามันห์;Frozen Brahman Beef for  stir frie 1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000215;เนื้อโคขุนสำหรับตุ๋นแช่แข็ง 1กก. (เนื้อบรามันห์);Frozen Brahman Beef for Stew (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000216;สามชั้นโคขุนสไลด์แช่แข็ง ถุง1กก. (เนื้อบรามันห์);Frozen Brahman Beef slide (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000217;เนื้อโคขุนสันนอกสไลด์ปิ้งย่าง 1 กก.(เนื้อบรามันห์);Tendenloin Beef (Brahman slide for Thai style grilled (1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000218;เนื้อโคขุนเสื้อร้องไห้สไลด์ปิ้งย่าง 1 กก.(เนื้อบรามันห์);Brisket Beef  (Brahman Beef slide for grilled 1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000219;เนื้อโคขุนสันคอสไลด์ปิ้งย่าง 1 กก.(เนื้อบรามันห์);Shoulder Tenderloin (Brahman Beef Slide for Grilled 1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000220;เนื้อโคขุนโหนกสไลด์ปิ้งย่าง 1 กก.(เนื้อบรามันห์);Hump (Brahman Beef Slide for Grilled 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000221;เนื้อโคขุนสามชั้นสไลด์ปิ้งย่าง 1 กก.(เนื้อบรามันห์);Beef Belly (Brahman Slide for Grilled 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000222;เนื้อโคขุนสันคอสไลด์ชาบู 1กก. (เนื้อบรามันห์);Shoulder Tenderloin (Brahman Beef Shabu slide for1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000223;เนื้อโคขุนเสือร้องไห้สไลด์ชาบู 1 กก.(เนื้อบรามันห์);Brisket Beef (Brahman Sha Bu Slide 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000224;เนื้อโคขุนน่องลาย 1กก.(เนื้อบรามันห์);Jarret (Brahman Beef 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000225;เนื้อเสือร้องไห้ตัดชิ้นสำหรับย่างถุงละ1.0 ก.ก. (เนื้อบรา;Brisket cut for grilled (Brahman Beef 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000226;เนื้อสามชั้นโคขุนกระทะแช่แข็ง 1กก. (เนื้อบรามันห์);Frozen Beef Belly (Brahman 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000227;เนื้อโคขุนแพ็ตตี้ 1 กก.(เนื้อบรามันห์);Patty Beef (Brahman 1kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000228;เศษเนื้อโคขุนแช่แข็งถุง 1กก. (เนื้อบรามันห์;FrozenPieces Beef (Brahman 1 kg);;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000229;เครื่องในโคขุนรวมแช่แข็ง ถุง1กก. (เนื้อบรามันห์);Frozen Entrails Brahman 1kg;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
1001000230;ตับโคขุนสไลด์แช่แข็ง ถุง1กก. (เนื้อบรามันห์);Frozen Beef Liver Slide (Brahman) 1kg;;;;1;กก.;;;อาหารสด;เนื้อวัว;;No
